MO;DY;HR;SZA;a;Ho
6;30;22;90.0;-9.0000;0.0000
6;30;23;90.0;-9.0000;0.0000
7;1;0;90.0;-9.0000;0.0000
7;1;1;90.0;-9.0000;0.0000
7;1;2;90.0;-9.0000;0.0000
7;1;3;90.0;-5.6220;0.0000
7;1;4;85.04;0.9053;27.8415
7;1;5;77.02;8.6084;198.8300
7;1;6;68.26;17.1306;388.4760
7;1;7;59.21;26.1383;580.1757
7;1;8;50.21;35.2889;760.4328
7;1;9;41.8;44.1614;916.8528
7;1;10;34.76;52.1274;1038.7338
7;1;11;30.36;58.1539;1117.7495
7;1;12;29.94;60.7923;1148.5036
7;1;13;33.66;59.0864;1128.8930
7;1;14;40.3;53.6819;1060.2502
7;1;15;48.53;46.0383;947.2536
7;1;16;57.46;37.2996;797.6119
7;1;17;66.54;28.1660;621.5493
7;1;18;75.38;19.0906;431.1432
7;1;19;83.22;10.4258;239.6682
7;1;20;90.0;2.5032;62.2598
7;1;21;90.0;-4.3267;0.0000
7;1;22;90.0;-9.0000;0.0000
7;1;23;90.0;-9.0000;0.0000
7;2;0;90.0;-9.0000;0.0000
7;2;1;90.0;-9.0000;0.0000
7;2;2;90.0;-9.0000;0.0000
7;2;3;90.0;-5.7010;0.0000
7;2;4;85.13;0.8252;26.1561
7;2;5;77.1;8.5281;197.0178
7;2;6;68.35;17.0505;386.7111
7;2;7;59.29;26.0583;578.5113
7;2;8;50.3;35.2087;758.9073
7;2;9;41.88;44.0805;915.4931
7;2;10;34.84;52.0460;1037.5550
7;2;11;30.44;58.0745;1116.7536
7;2;12;30.01;60.7218;1147.6795
7;2;13;33.71;59.0320;1128.2174
7;2;14;40.33;53.6430;1059.6893
7;2;15;48.55;46.0094;946.7650
7;2;16;57.48;37.2755;797.1481
7;2;17;66.56;28.1427;621.0606
7;2;18;75.41;19.0652;430.5818
7;2;19;83.27;10.3960;238.9929
7;2;20;90.0;2.4670;61.4648
7;2;21;90.0;-4.3710;0.0000
7;2;22;90.0;-9.0000;0.0000
7;2;23;90.0;-9.0000;0.0000
7;3;0;90.0;-9.0000;0.0000
7;3;1;90.0;-9.0000;0.0000
7;3;2;90.0;-9.0000;0.0000
7;3;3;90.0;-5.7856;0.0000
7;3;4;85.23;0.7399;24.3667
7;3;5;77.18;8.4430;195.0989
7;3;6;68.43;16.9658;384.8501
7;3;7;59.37;25.9740;576.7614
7;3;8;50.38;35.1241;757.3052
7;3;9;41.96;43.9950;914.0638
7;3;10;34.93;51.9594;1036.3107
7;3;11;30.53;57.9891;1115.6934
7;3;12;30.09;60.6446;1146.7893
7;3;13;33.76;58.9708;1127.4710
7;3;14;40.38;53.5976;1059.0500
7;3;15;48.58;45.9745;946.1886
7;3;16;57.52;37.2455;796.5855
7;3;17;66.6;28.1137;620.4617
7;3;18;75.44;19.0341;429.8988
7;3;19;83.32;10.3602;238.1862
7;3;20;90.0;2.4246;60.5356
7;3;21;90.0;-4.4217;0.0000
7;3;22;90.0;-9.0000;0.0000
7;3;23;90.0;-9.0000;0.0000
7;4;0;90.0;-9.0000;0.0000
7;4;1;90.0;-9.0000;0.0000
7;4;2;90.0;-9.0000;0.0000
7;4;3;90.0;-5.8759;0.0000
7;4;4;85.33;0.6495;22.4760
7;4;5;77.28;8.3531;193.0748
7;4;6;68.52;16.8767;382.8945
7;4;7;59.46;25.8853;574.9272
7;4;8;50.47;35.0351;755.6277
7;4;9;42.06;43.9049;912.5656
7;4;10;35.02;51.8677;1035.0015
7;4;11;30.62;57.8978;1114.5692
7;4;12;30.16;60.5608;1145.8329
7;4;13;33.82;58.9027;1126.6533
7;4;14;40.42;53.5457;1058.3319
7;4;15;48.63;45.9334;945.5237
7;4;16;57.55;37.2097;795.9235
7;4;17;66.64;28.0790;619.7517
7;4;18;75.49;18.9971;429.0935
7;4;19;83.39;10.3185;237.2473
7;4;20;90.0;2.3760;59.4719
7;4;21;90.0;-4.4789;0.0000
7;4;22;90.0;-9.0000;0.0000
7;4;23;90.0;-9.0000;0.0000
7;5;0;90.0;-9.0000;0.0000
7;5;1;90.0;-9.0000;0.0000
7;5;2;90.0;-9.0000;0.0000
7;5;3;90.0;-5.9717;0.0000
7;5;4;85.44;0.5539;20.4868
7;5;5;77.37;8.2586;190.9472
7;5;6;68.62;16.7832;380.8457
7;5;7;59.56;25.7924;573.0100
7;5;8;50.57;34.9419;753.8757
7;5;9;42.16;43.8103;910.9994
7;5;10;35.12;51.7709;1033.6278
7;5;11;30.71;57.8006;1113.3811
7;5;12;30.24;60.4703;1144.8102
7;5;13;33.89;58.8278;1125.7639
7;5;14;40.48;53.4873;1057.5343
7;5;15;48.67;45.8862;944.7695
7;5;16;57.6;37.1681;795.1612
7;5;17;66.68;28.0384;618.9299
7;5;18;75.54;18.9543;428.1653
7;5;19;83.46;10.2708;236.1758
7;5;20;90.0;2.3212;58.2739
7;5;21;90.0;-4.5425;0.0000
7;5;22;90.0;-9.0000;0.0000
7;5;23;90.0;-9.0000;0.0000
7;6;0;90.0;-9.0000;0.0000
7;6;1;90.0;-9.0000;0.0000
7;6;2;90.0;-9.0000;0.0000
7;6;3;90.0;-6.0730;0.0000
7;6;4;85.55;0.4534;18.4017
7;6;5;77.47;8.1594;188.7174
7;6;6;68.72;16.6855;378.7049
7;6;7;59.66;25.6954;571.0109
7;6;8;50.67;34.8446;752.0503
7;6;9;42.26;43.7112;909.3657
7;6;10;35.22;51.6692;1032.1899
7;6;11;30.82;57.6975;1112.1292
7;6;12;30.34;60.3733;1143.7209
7;6;13;33.97;58.7461;1124.8024
7;6;14;40.54;53.4224;1056.6566
7;6;15;48.73;45.8329;943.9255
7;6;16;57.64;37.1205;794.2978
7;6;17;66.73;27.9920;617.9956
7;6;18;75.59;18.9056;427.1134
7;6;19;83.54;10.2170;234.9712
7;6;20;90.0;2.2601;56.9418
7;6;21;90.0;-4.6125;0.0000
7;6;22;90.0;-9.0000;0.0000
7;6;23;90.0;-9.0000;0.0000
7;7;0;90.0;-9.0000;0.0000
7;7;1;90.0;-9.0000;0.0000
7;7;2;90.0;-9.0000;0.0000
7;7;3;90.0;-6.1797;0.0000
7;7;4;85.67;0.3478;16.2242
7;7;5;77.57;8.0557;186.3872
7;7;6;68.82;16.5834;376.4737
7;7;7;59.76;25.5943;568.9312
7;7;8;50.77;34.7431;750.1524
7;7;9;42.36;43.6078;907.6654
7;7;10;35.34;51.5624;1030.6885
7;7;11;30.92;57.5888;1110.8135
7;7;12;30.43;60.2697;1142.5649
7;7;13;34.05;58.6577;1123.7685
7;7;14;40.6;53.3510;1055.6982
7;7;15;48.78;45.7734;942.9906
7;7;16;57.7;37.0669;793.3325
7;7;17;66.78;27.9397;616.9478
7;7;18;75.65;18.8509;425.9372
7;7;19;83.63;10.1572;233.6331
7;7;20;90.0;2.1928;55.4758
7;7;21;90.0;-4.6890;0.0000
7;7;22;90.0;-9.0000;0.0000
7;7;23;90.0;-9.0000;0.0000
7;8;0;90.0;-9.0000;0.0000
7;8;1;90.0;-9.0000;0.0000
7;8;2;90.0;-9.0000;0.0000
7;8;3;90.0;-6.2918;0.0000
7;8;4;85.79;0.2374;13.9572
7;8;5;77.68;7.9475;183.9579
7;8;6;68.92;16.4772;374.1534
7;8;7;59.86;25.4891;566.7720
7;8;8;50.88;34.6376;748.1830
7;8;9;42.47;43.5000;905.8990
7;8;10;35.45;51.4509;1029.1236
7;8;11;31.04;57.4743;1109.4342
7;8;12;30.54;60.1596;1141.3421
7;8;13;34.14;58.5625;1122.6616
7;8;14;40.68;53.2730;1054.6585
7;8;15;48.85;45.7076;941.9644
7;8;16;57.76;37.0074;792.2648
7;8;17;66.84;27.8815;615.7861
7;8;18;75.71;18.7904;424.6361
7;8;19;83.72;10.0913;232.1612
7;8;20;90.0;2.1193;53.8764
7;8;21;90.0;-4.7719;0.0000
7;8;22;90.0;-9.0000;0.0000
7;8;23;90.0;-9.0000;0.0000
7;9;0;90.0;-9.0000;0.0000
7;9;1;90.0;-9.0000;0.0000
7;9;2;90.0;-9.0000;0.0000
7;9;3;90.0;-6.4092;0.0000
7;9;4;85.91;0.1222;11.6044
7;9;5;77.8;7.8350;181.4312
7;9;6;69.04;16.3669;371.7455
7;9;7;59.98;25.3801;564.5346
7;9;8;50.99;34.5281;746.1431
7;9;9;42.59;43.3880;904.0674
7;9;10;35.57;51.3345;1027.4959
7;9;11;31.16;57.3542;1107.9915
7;9;12;30.65;60.0431;1140.0521
7;9;13;34.23;58.4605;1121.4814
7;9;14;40.76;53.1885;1053.5370
7;9;15;48.92;45.6357;940.8461
7;9;16;57.82;36.9419;791.0936
7;9;17;66.91;27.8174;614.5097
7;9;18;75.78;18.7239;423.2096
7;9;19;83.82;10.0194;230.5550
7;9;20;90.0;2.0396;52.1442
7;9;21;90.0;-4.8612;0.0000
7;9;22;90.0;-9.0000;0.0000
7;9;23;90.0;-9.0000;0.0000
7;10;0;90.0;-9.0000;0.0000
7;10;1;90.0;-9.0000;0.0000
7;10;2;90.0;-9.0000;0.0000
7;10;3;90.0;-6.5318;0.0000
7;10;4;86.03;0.0023;9.1694
7;10;5;77.91;7.7181;178.8088
7;10;6;69.15;16.2526;369.2512
7;10;7;60.09;25.2671;562.2203
7;10;8;51.11;34.4147;744.0335
7;10;9;42.71;43.2719;902.1710
7;10;10;35.7;51.2134;1025.8055
7;10;11;31.29;57.2285;1106.4852
7;10;12;30.77;59.9203;1138.6948
7;10;13;34.33;58.3518;1120.2274
7;10;14;40.84;53.0974;1052.3330
7;10;15;49.0;45.5575;939.6349
7;10;16;57.9;36.8704;789.8184
7;10;17;66.99;27.7474;613.1179
7;10;18;75.86;18.6514;421.6573
7;10;19;83.93;9.9414;228.8144
7;10;20;90.0;1.9536;50.2798
7;10;21;90.0;-4.9570;0.0000
7;10;22;90.0;-9.0000;0.0000
7;10;23;90.0;-9.0000;0.0000
7;11;0;90.0;-9.0000;0.0000
7;11;1;90.0;-9.0000;0.0000
7;11;2;90.0;-9.0000;0.0000
7;11;3;90.0;-6.6595;0.0000
7;11;4;86.16;-0.1223;6.6561
7;11;5;78.03;7.5970;176.0923
7;11;6;69.27;16.1344;366.6720
7;11;7;60.21;25.1504;559.8301
7;11;8;51.23;34.2975;741.8553
7;11;9;42.83;43.1516;900.2106
7;11;10;35.83;51.0876;1024.0529
7;11;11;31.42;57.0974;1104.9154
7;11;12;30.91;59.7910;1137.2699
7;11;13;34.44;58.2364;1118.8990
7;11;14;40.94;52.9998;1051.0457
7;11;15;49.08;45.4730;938.3302
7;11;16;57.98;36.7928;788.4385
7;11;17;67.06;27.6714;611.6102
7;11;18;75.95;18.5730;419.9786
7;11;19;84.05;9.8573;226.9392
7;11;20;90.0;1.8613;48.2843
7;11;21;90.0;-5.0591;0.0000
7;11;22;90.0;-9.0000;0.0000
7;11;23;90.0;-9.0000;0.0000
7;12;0;90.0;-9.0000;0.0000
7;12;1;90.0;-9.0000;0.0000
7;12;2;90.0;-9.0000;0.0000
7;12;3;90.0;-6.7923;0.0000
7;12;4;86.29;-0.2515;4.0686
7;12;5;78.16;7.4717;173.2831
7;12;6;69.39;16.0122;364.0094
7;12;7;60.33;25.0299;557.3651
7;12;8;51.35;34.1765;739.6092
7;12;9;42.96;43.0273;898.1867
7;12;10;35.96;50.9572;1022.2383
7;12;11;31.56;56.9608;1103.2822
7;12;12;31.0;59.6555;1135.7773
7;12;13;34.55;58.1144;1117.4960
7;12;14;41.03;52.8956;1049.6747
7;12;15;49.17;45.3823;936.9312
7;12;16;58.06;36.7092;786.9532
7;12;17;67.15;27.5895;609.9859
7;12;18;76.03;18.4886;418.1731
7;12;19;84.17;9.7672;224.9292
7;12;20;90.0;1.7629;46.1587
7;12;21;90.0;-5.1676;0.0000
7;12;22;90.0;-9.0000;0.0000
7;12;23;90.0;-9.0000;0.0000
7;13;0;90.0;-9.0000;0.0000
7;13;1;90.0;-9.0000;0.0000
7;13;2;90.0;-9.0000;0.0000
7;13;3;90.0;-6.9302;0.0000
7;13;4;86.42;-0.3852;1.4115
7;13;5;78.29;7.3423;170.3831
7;13;6;69.52;15.8863;361.2646
7;13;7;60.46;24.9058;554.8267
7;13;8;51.48;34.0518;737.2962
7;13;9;43.1;42.8990;896.1000
7;13;10;36.1;50.8223;1020.3620
7;13;11;31.68;56.8188;1101.5855
7;13;12;31.16;59.5139;1134.2166
7;13;13;34.68;57.9857;1116.0177
7;13;14;41.14;52.7849;1048.2194
7;13;15;49.26;45.2853;935.4374
7;13;16;58.15;36.6195;785.3617
7;13;17;67.24;27.5016;608.2444
7;13;18;76.13;18.3983;416.2405
7;13;19;84.3;9.6710;222.7843
7;13;20;90.0;1.6583;43.9042
7;13;21;90.0;-5.2825;0.0000
7;13;22;90.0;-9.0000;0.0000
7;13;23;90.0;-9.0000;0.0000
7;14;0;90.0;-9.0000;0.0000
7;14;1;90.0;-9.0000;0.0000
7;14;2;90.0;-9.0000;0.0000
7;14;3;90.0;-7.0730;0.0000
7;14;4;86.55;-0.5233;0.0000
7;14;5;78.42;7.2089;167.3939
7;14;6;69.65;15.7567;358.4391
7;14;7;60.59;24.7781;552.2159
7;14;8;51.61;33.9235;734.9172
7;14;9;43.23;42.7668;893.9509
7;14;10;36.25;50.6829;1018.4242
7;14;11;31.86;56.6715;1099.8253
7;14;12;31.31;59.3660;1132.5874
7;14;13;34.8;57.8505;1114.4637
7;14;14;41.25;52.6677;1046.6791
7;14;15;49.36;45.1821;933.8480
7;14;16;58.25;36.5237;783.6636
7;14;17;67.34;27.4077;606.3854
7;14;18;76.23;18.3019;414.1804
7;14;19;84.43;9.5687;220.5045
7;14;20;90.0;1.5474;41.5224
7;14;21;90.0;-5.4037;0.0000
7;14;22;90.0;-9.0000;0.0000
7;14;23;90.0;-9.0000;0.0000
7;15;0;90.0;-9.0000;0.0000
7;15;1;90.0;-9.0000;0.0000
7;15;2;90.0;-9.0000;0.0000
7;15;3;90.0;-7.2206;0.0000
7;15;4;86.68;-0.6658;0.0000
7;15;5;78.56;7.0715;164.3171
7;15;6;69.78;15.6234;355.5343
7;15;7;60.72;24.6469;549.5338
7;15;8;51.74;33.7916;732.4729
7;15;9;43.37;42.6307;891.7400
7;15;10;36.4;50.5391;1016.4253
7;15;11;32.01;56.5190;1098.0015
7;15;12;31.46;59.2120;1130.8896
7;15;13;34.94;57.7087;1112.8335
7;15;14;41.37;52.5440;1045.0533
7;15;15;49.47;45.0726;932.1624
7;15;16;58.35;36.4219;781.8582
7;15;17;67.44;27.3079;604.4083
7;15;18;76.34;18.1996;411.9925
7;15;19;84.57;9.4604;218.0898
7;15;20;90.0;1.4304;39.0149
7;15;21;90.0;-5.5312;0.0000
7;15;22;90.0;-9.0000;0.0000
7;15;23;90.0;-9.0000;0.0000
7;16;0;90.0;-9.0000;0.0000
7;16;1;90.0;-9.0000;0.0000
7;16;2;90.0;-9.0000;0.0000
7;16;3;90.0;-7.3731;0.0000
7;16;4;86.82;-0.8126;0.0000
7;16;5;78.7;6.9303;161.1544
7;16;6;69.92;15.4865;352.5515
7;16;7;60.85;24.5122;546.7816
7;16;8;51.88;33.6561;729.9642
7;16;9;43.52;42.4909;889.4678
7;16;10;36.55;50.3909;1014.3652
7;16;11;32.17;56.3613;1096.1140
7;16;12;31.62;59.0521;1129.1228
7;16;13;35.08;57.5604;1111.1266
7;16;14;41.49;52.4138;1043.3412
7;16;15;49.58;44.9568;930.3800
7;16;16;58.46;36.3139;779.9449
7;16;17;67.55;27.2021;602.3126
7;16;18;76.45;18.0913;409.6767
7;16;19;84.71;9.3460;215.5402
7;16;20;90.0;1.3072;36.3838
7;16;21;90.0;-5.6651;0.0000
7;16;22;90.0;-9.0000;0.0000
7;16;23;90.0;-9.0000;0.0000
7;17;0;90.0;-9.0000;0.0000
7;17;1;90.0;-9.0000;0.0000
7;17;2;90.0;-9.0000;0.0000
7;17;3;90.0;-7.5302;0.0000
7;17;4;86.95;-0.9636;0.0000
7;17;5;78.84;6.7853;157.9075
7;17;6;70.06;15.3461;349.4921
7;17;7;60.99;24.3741;543.9603
7;17;8;52.02;33.5173;727.3920
7;17;9;43.67;42.3473;887.1349
7;17;10;36.71;50.2384;1012.2444
7;17;11;32.34;56.1984;1094.1628
7;17;12;31.78;58.8861;1127.2866
7;17;13;35.23;57.4056;1109.3426
7;17;14;41.62;52.2771;1041.5424
7;17;15;49.7;44.8347;928.5002
7;17;16;58.57;36.1999;777.9232
7;17;17;67.67;27.0903;600.0979
7;17;18;76.57;17.9770;407.2327
7;17;19;84.86;9.2256;212.8560
7;17;20;90.0;1.1779;33.6314
7;17;21;90.0;-5.8051;0.0000
7;17;22;90.0;-9.0000;0.0000
7;17;23;90.0;-9.0000;0.0000
7;18;0;90.0;-9.0000;0.0000
7;18;1;90.0;-9.0000;0.0000
7;18;2;90.0;-9.0000;0.0000
7;18;3;90.0;-7.6920;0.0000
7;18;4;87.09;-1.1187;0.0000
7;18;5;78.99;6.6366;154.5781
7;18;6;70.2;15.2023;346.3574
7;18;7;61.14;24.2328;541.0711
7;18;8;52.17;33.3751;724.7569
7;18;9;43.82;42.2000;884.7417
7;18;10;36.87;50.0817;1010.0629
7;18;11;32.51;56.0305;1092.1478
7;18;12;31.95;58.7143;1125.3808
7;18;13;35.38;57.2445;1107.4809
7;18;14;41.76;52.1339;1039.6562
7;18;15;49.83;44.7064;926.5224
7;18;16;58.69;36.0799;775.7925
7;18;17;67.78;26.9725;597.7640
7;18;18;76.7;17.8567;404.6604
7;18;19;85.01;9.0992;210.0374
7;18;20;90.0;1.0424;30.7602
7;18;21;90.0;-5.9514;0.0000
7;18;22;90.0;-9.0000;0.0000
7;18;23;90.0;-9.0000;0.0000
7;19;0;90.0;-9.0000;0.0000
7;19;1;90.0;-9.0000;0.0000
7;19;2;90.0;-9.0000;0.0000
7;19;3;90.0;-7.8583;0.0000
7;19;4;87.22;-1.2778;0.0000
7;19;5;79.14;6.4842;151.1679
7;19;6;70.35;15.0551;343.1489
7;19;7;61.28;24.0882;538.1150
7;19;8;52.32;33.2295;722.0599
7;19;9;43.98;42.0491;882.2887
7;19;10;37.04;49.9207;1007.8209
7;19;11;32.69;55.8577;1090.0688
7;19;12;32.12;58.5366;1123.4049
7;19;13;35.54;57.0770;1105.5410
7;19;14;41.9;51.9844;1037.6821
7;19;15;49.96;44.5718;924.4459
7;19;16;58.82;35.9537;773.5525
7;19;17;67.91;26.8487;595.3105
7;19;18;76.83;17.7306;401.9597
7;19;19;85.17;8.9668;207.0845
7;19;20;90.0;0.9009;27.7732
7;19;21;90.0;-6.1039;0.0000
7;19;22;90.0;-9.0000;0.0000
7;19;23;90.0;-9.0000;0.0000
7;20;0;90.0;-9.0000;0.0000
7;20;1;90.0;-9.0000;0.0000
7;20;2;90.0;-9.0000;0.0000
7;20;3;90.0;-8.0291;0.0000
7;20;4;87.36;-1.4410;0.0000
7;20;5;79.29;6.3283;147.6788
7;20;6;70.5;14.9046;339.8678
7;20;7;61.43;23.9404;535.0930
7;20;8;52.47;33.0807;719.3015
7;20;9;44.14;41.8947;879.7762
7;20;10;37.22;49.7557;1005.5185
7;20;11;32.88;55.6799;1087.9256
7;20;12;32.31;58.3531;1121.3589
7;20;13;35.71;56.9031;1103.5225
7;20;14;42.05;51.8285;1035.6195
7;20;15;50.1;44.4310;922.2703
7;20;16;58.95;35.8215;771.2025
7;20;17;68.05;26.7190;592.7370
7;20;18;76.97;17.5984;399.1306
7;20;19;85.33;8.8284;203.9978
7;20;20;90.0;0.7533;24.6737
7;20;21;90.0;-6.2625;0.0000
7;20;22;90.0;-9.0000;0.0000
7;20;23;90.0;-9.0000;0.0000
7;21;0;90.0;-9.0000;0.0000
7;21;1;90.0;-9.0000;0.0000
7;21;2;90.0;-9.0000;0.0000
7;21;3;90.0;-8.2044;0.0000
7;21;4;87.49;-1.6080;0.0000
7;21;5;79.45;6.1689;144.1122
7;21;6;70.65;14.7509;336.5155
7;21;7;61.58;23.7895;532.0063
7;21;8;52.63;32.9287;716.4825
7;21;9;44.3;41.7367;877.2047
7;21;10;37.39;49.5866;1003.1559
7;21;11;33.06;55.4972;1085.7183
7;21;12;32.49;58.1640;1119.2420
7;21;13;35.88;56.7231;1101.4248
7;21;14;42.21;51.6662;1033.4678
7;21;15;50.24;44.2840;919.9950
7;21;16;59.09;35.6833;768.7423
7;21;17;68.18;26.5834;590.0434
7;21;18;77.11;17.4604;396.1730
7;21;19;85.49;8.6840;200.7776
7;21;20;90.0;0.5996;21.4654
7;21;21;90.0;-6.4272;0.0000
7;21;22;90.0;-9.0000;0.0000
7;21;23;90.0;-9.0000;0.0000
7;22;0;90.0;-9.0000;0.0000
7;22;1;90.0;-9.0000;0.0000
7;22;2;90.0;-9.0000;0.0000
7;22;3;90.0;-8.3839;0.0000
7;22;4;87.62;-1.7788;0.0000
7;22;5;79.61;6.0061;140.4702
7;22;6;70.81;14.5941;333.0933
7;22;7;61.74;23.6355;528.8557
7;22;8;52.79;32.7736;713.6037
7;22;9;44.47;41.5753;874.5745
7;22;10;37.58;49.4134;1000.7330
7;22;11;33.26;55.3098;1083.4465
7;22;12;32.69;57.9692;1117.0540
7;22;13;36.06;56.5368;1099.2474
7;22;14;42.37;51.4977;1031.2265
7;22;15;50.39;44.1308;917.6195
7;22;16;59.24;35.5391;766.1714
7;22;17;68.33;26.4418;587.2294
7;22;18;77.26;17.3165;393.0872
7;22;19;85.66;8.5337;197.4244
7;22;20;90.0;0.4400;18.1524
7;22;21;90.0;-6.5980;0.0000
7;22;22;90.0;-9.0000;0.0000
7;22;23;90.0;-9.0000;0.0000
7;23;0;90.0;-9.0000;0.0000
7;23;1;90.0;-9.0000;0.0000
7;23;2;90.0;-9.0000;0.0000
7;23;3;90.0;-8.5676;0.0000
7;23;4;87.75;-1.9533;0.0000
7;23;5;79.78;5.8400;136.7544
7;23;6;70.97;14.4341;329.6025
7;23;7;61.9;23.4786;525.6425
7;23;8;52.95;32.6154;710.6657
7;23;9;44.64;41.4105;871.8861
7;23;10;37.76;49.2363;998.2501
7;23;11;33.46;55.1176;1081.1101
7;23;12;32.89;57.7689;1114.7947
7;23;13;36.25;56.3445;1096.9898
7;23;14;42.54;51.3228;1028.8952
7;23;15;50.55;43.9715;915.1435
7;23;16;59.39;35.3888;763.4895
7;23;17;68.48;26.2944;584.2950
7;23;18;77.41;17.1667;389.8731
7;23;19;85.83;8.3776;193.9388
7;23;20;90.0;0.2745;14.7394
7;23;21;90.0;-6.7749;0.0000
7;23;22;90.0;-9.0000;0.0000
7;23;23;90.0;-9.0000;0.0000
7;24;0;90.0;-9.0000;0.0000
7;24;1;90.0;-9.0000;0.0000
7;24;2;90.0;-9.0000;0.0000
7;24;3;90.0;-8.7556;0.0000
7;24;4;87.88;-2.1315;0.0000
7;24;5;79.94;5.6705;132.9666
7;24;6;71.13;14.2712;326.0444
7;24;7;62.06;23.3187;522.3673
7;24;8;53.12;32.4541;707.6691
7;24;9;44.82;41.2423;869.1397
7;24;10;37.95;49.0553;995.7071
7;24;11;33.66;54.9207;1078.7088
7;24;12;33.09;57.5631;1112.4634
7;24;13;36.44;56.1461;1094.6516
7;24;14;42.71;51.1418;1026.4731
7;24;15;50.71;43.8060;912.5663
7;24;16;59.54;35.2326;760.6962
7;24;17;68.64;26.1411;581.2400
7;24;18;77.57;17.0111;386.5310
7;24;19;86.0;8.2156;190.3215
7;24;20;90.0;0.1030;11.2317
7;24;21;90.0;-6.9577;0.0000
7;24;22;90.0;-9.0000;0.0000
7;24;23;90.0;-9.0000;0.0000
7;25;0;90.0;-9.0000;0.0000
7;25;1;90.0;-9.0000;0.0000
7;25;2;90.0;-9.0000;0.0000
7;25;3;90.0;-8.9476;0.0000
7;25;4;88.01;-2.3133;0.0000
7;25;5;80.11;5.4980;129.1086
7;25;6;71.3;14.1053;322.4203
7;25;7;62.22;23.1560;519.0313
7;25;8;53.28;32.2899;704.6147
7;25;9;45.0;41.0709;866.3358
7;25;10;38.15;48.8705;993.1040
7;25;11;33.87;54.7192;1076.2426
7;25;12;33.3;57.3519;1110.0600
7;25;13;36.64;55.9417;1092.2323
7;25;14;42.89;50.9546;1023.9600
7;25;15;50.88;43.6345;909.8876
7;25;16;59.71;35.0704;757.7914
7;25;17;68.8;25.9819;578.0644
7;25;18;77.74;16.8497;383.0611
7;25;19;86.17;8.0478;186.5730
7;25;20;90.0;-0.0744;7.6351
7;25;21;90.0;-7.1464;0.0000
7;25;22;90.0;-9.0000;0.0000
7;25;23;90.0;-9.0000;0.0000
7;26;0;90.0;-9.0000;0.0000
7;26;1;90.0;-9.0000;0.0000
7;26;2;90.0;-9.0000;0.0000
7;26;3;90.0;-9.0000;0.0000
7;26;4;88.14;-2.4985;0.0000
7;26;5;80.29;5.3223;125.1822
7;26;6;71.46;13.9366;318.7314
7;26;7;62.39;22.9905;515.6355
7;26;8;53.46;32.1228;701.5029
7;26;9;45.18;40.8962;863.4745
7;26;10;38.35;48.6819;990.4410
7;26;11;34.08;54.5132;1073.7111
7;26;12;33.52;57.1353;1107.5840
7;26;13;36.84;55.7313;1089.7314
7;26;14;43.08;50.7612;1021.3553
7;26;15;51.05;43.4569;907.1068
7;26;16;59.87;34.9023;754.7746
7;26;17;68.96;25.8169;574.7682
7;26;18;77.91;16.6825;379.4637
7;26;19;86.35;7.8742;182.6941
7;26;20;90.0;-0.2575;3.9559
7;26;21;90.0;-7.3409;0.0000
7;26;22;90.0;-9.0000;0.0000
7;26;23;90.0;-9.0000;0.0000
7;27;0;90.0;-9.0000;0.0000
7;27;1;90.0;-9.0000;0.0000
7;27;2;90.0;-9.0000;0.0000
7;27;3;90.0;-9.0000;0.0000
7;27;4;88.26;-2.6872;0.0000
7;27;5;80.46;5.1435;121.1893
7;27;6;71.64;13.7650;314.9790
7;27;7;62.56;22.8222;512.1806
7;27;8;53.63;31.9528;698.3345
7;27;9;45.37;40.7184;860.5563
7;27;10;38.55;48.4895;987.7179
7;27;11;34.3;54.3027;1071.1142
7;27;12;33.74;56.9134;1105.0351
7;27;13;37.05;55.5152;1087.1485
7;27;14;43.27;50.5618;1018.6586
7;27;15;51.23;43.2732;904.2239
7;27;16;60.05;34.7283;751.6459
7;27;17;69.14;25.6462;571.3513
7;27;18;78.09;16.5096;375.7392
7;27;19;86.53;7.6948;178.6857
7;27;20;90.0;-0.4465;0.2013
7;27;21;90.0;-7.5413;0.0000
7;27;22;90.0;-9.0000;0.0000
7;27;23;90.0;-9.0000;0.0000
7;28;0;90.0;-9.0000;0.0000
7;28;1;90.0;-9.0000;0.0000
7;28;2;90.0;-9.0000;0.0000
7;28;3;90.0;-9.0000;0.0000
7;28;4;88.38;-2.8792;0.0000
7;28;5;80.64;4.9618;117.1230
7;28;6;71.81;13.5908;311.1644
7;28;7;62.73;22.6513;508.6677
7;28;8;53.81;31.7800;695.1100
7;28;9;45.56;40.5373;857.5813
7;28;10;38.76;48.2934;984.9348
7;28;11;34.53;54.0877;1068.4516
7;28;12;33.97;56.6864;1102.4127
7;28;13;37.26;55.2932;1084.4831
7;28;14;43.47;50.3564;1015.8693
7;28;15;51.42;43.0837;901.2383
7;28;16;60.23;34.5485;748.4049
7;28;17;69.32;25.4697;567.8140
7;28;18;78.27;16.3310;371.8879
7;28;19;86.7;7.5098;174.5489
7;28;20;90.0;-0.6411;0.0000
7;28;21;90.0;-7.7475;0.0000
7;28;22;90.0;-9.0000;0.0000
7;28;23;90.0;-9.0000;0.0000
7;29;0;90.0;-9.0000;0.0000
7;29;1;90.0;-9.0000;0.0000
7;29;2;90.0;-9.0000;0.0000
7;29;3;90.0;-9.0000;0.0000
7;29;4;88.5;-3.0745;0.0000
7;29;5;80.82;4.7773;113.0050
7;29;6;71.99;13.4138;307.2888
